date,ticker,close,ret,vol_5,vol_10,vol_30,range_hl,range_5,parkinson_5,vol_ratio,target_vol_fwd,vix,vix_5,vix_chg
2023-09-12,AAPL,174.0973663330078,-0.017060687406958097,0.01902177578220443,0.01932544217664228,0.01667270459764485,0.030119100775255616,0.025404250458969026,0.016228121633561694,1.5266650972645017,0.011278616462828588,14.229999542236328,14.1439998626709,0.031159372866542467
2023-09-13,AAPL,172.03347778320312,-0.0118547947810822,0.014844206121680725,0.01756702999479289,0.016743389302460943,0.019057500696109463,0.02114620302282087,0.013209933185064218,1.3763242162988156,0.01419848171625639,13.479999542236328,13.949999809265137,-0.052705553346921175
2023-09-14,AAPL,173.54437255859375,0.008782562527130056,0.01166952984643556,0.016208493011164896,0.016739111103501292,0.014339388834029488,0.01875387185524301,0.01177381075670762,0.9834064950485136,0.014146228612458742,12.819999694824219,13.633999824523926,-0.04896141467543513
2023-09-15,AAPL,172.823486328125,-0.004153901505652979,0.01126326910303198,0.016017818442983806,0.016720000148728716,0.015313369292612407,0.0190665038373026,0.011916290772538331,1.7049644325408135,0.014381255071665329,13.789999961853027,13.623999786376952,0.07566304915127442
2023-09-18,AAPL,175.7465057373047,0.016913322785480744,0.014152546664221107,0.01710703577275681,0.014744882762668733,0.01803678536747564,0.01937322899309652,0.012072783948166044,1.0445766389943378,0.011982240449573153,14.0,13.66399974822998,0.015228429204342975
2023-09-19,AAPL,176.832763671875,0.0061808223726165235,0.011278616462828588,0.017410171255498,0.014449634872887845,0.013961020258817236,0.016141612889808848,0.00976409489838171,0.8014901835550141,0.014016232606044132,14.109999656677246,13.639999771118164,0.007857118334088975
2023-09-20,AAPL,173.2974853515625,-0.01999221324659295,0.01419848171625639,0.014903179443504578,0.014872551302946499,0.024502837296482522,0.01723068020988346,0.010577158751441862,0.8923867920609673,0.012429747508707486,15.140000343322754,13.97199993133545,0.07299792428826057
2023-09-21,AAPL,171.7569580078125,-0.008889496236052064,0.014146228612458742,0.012225544477162334,0.014871306012337632,0.01402864683582545,0.017168531810242648,0.010530971805912562,0.9567414150172363,0.012647520310009062,17.540000915527344,14.916000175476075,0.15852050976095722
2023-09-22,AAPL,172.60623168945312,0.004944624610794479,0.014381255071665329,0.012306378400613868,0.014905735439646618,0.017335081501700916,0.017572874252060354,0.010747143290427544,0.858262032018811,0.012348521120734444,17.200000762939453,15.59800033569336,-0.019384272225830057
2023-09-25,AAPL,173.8800811767578,0.007380089784918997,0.011982240449573153,0.012366515086279105,0.014973830609483832,0.01601548895327985,0.017168614969221195,0.010516361229492625,0.7013984158163765,0.014362524876126034,16.899999618530273,16.178000259399415,-0.017441926226863136
2023-09-26,AAPL,169.8115997314453,-0.02339820304763196,0.014016232606044132,0.013359436678852539,0.01543807060090305,0.020586142986277048,0.01849363951471316,0.011246360023112066,0.9659178768886117,0.009614330729426307,18.940000534057617,17.144000434875487,0.12071011606950299
2023-09-27,AAPL,168.30068969726562,-0.00889756669490882,0.012429747508707486,0.013158323138718488,0.01539283637255162,0.023411314943640217,0.018275335044144695,0.011109580182915682,0.9904979434621752,0.008271905265393275,18.219999313354492,17.760000228881836,-0.03801484690607215
2023-09-28,AAPL,168.55746459960938,0.0015256913254819704,0.012647520310009062,0.012682156512363204,0.015384183791578368,0.025836332526992724,0.02063687218237815,0.012572199954787078,0.835999739819317,0.008272819773436371,17.34000015258789,17.720000076293946,-0.0482985287557941
2023-09-29,AAPL,169.07095336914062,0.00304637217195336,0.012348521120734444,0.012803009735470564,0.015184249090723568,0.015945393839570433,0.020358934649952053,0.012442229833201974,0.7753058513719677,0.009211422568726087,17.520000457763672,17.78400001525879,0.010380640345549086
2023-10-02,AAPL,171.57923889160156,0.014835697513247537,0.014362524876126034,0.012472439661789455,0.015429350536660991,0.01939574317108814,0.02103498549351371,0.01279424697302813,0.7761298179391632,0.008296611277281435,17.610000610351562,17.92600021362305,0.0051369948765045415
2023-10-03,AAPL,170.24609375,-0.007769851120762894,0.009614330729426307,0.012192217245752602,0.015420077015695088,0.016299290360073947,0.02017761496827309,0.012362863224218519,0.7355326770757851,0.00650760415348891,19.780000686645508,18.094000244140624,0.1232254401523627
2023-10-04,AAPL,171.49034118652344,0.007308522675125717,0.008271905265393275,0.011156676788818433,0.015409189654795536,0.018657177385923273,0.019226787456729705,0.011790144967981109,0.803459554215824,0.006523039148402569,18.579999923706055,18.166000366210938,-0.06066737721347171
2023-10-05,AAPL,172.7247314453125,0.007198016227902171,0.008272819773436371,0.011050636602797124,0.01489279996810796,0.015836740120433818,0.017226868975417923,0.010422456204411111,0.7728362038706866,0.006575807406987149,18.489999771118164,18.39600028991699,-0.004843926423974909
2023-10-06,AAPL,175.2725067138672,0.014750494889965271,0.009211422568726087,0.01188114427076577,0.014378175834593694,0.027100189692472937,0.019457828145998425,0.012022127028160088,0.9180632254492108,0.008133462937766477,17.450000762939453,18.382000350952147,-0.05624656684978524
2023-10-09,AAPL,176.75376892089844,0.008451195425928537,0.008296611277281435,0.011943726660683211,0.014274177785732643,0.0181574384058227,0.019210167192945334,0.011884446784685263,0.6887256727763448,0.007165925806593106,17.700000762939453,18.400000381469727,0.01432664693808805
2023-10-10,AAPL,176.1612548828125,-0.003352200304996611,0.00650760415348891,0.00842675782598967,0.014192020581708728,0.0099221048181899,0.017934730084568525,0.01136234126220504,0.7379423856776559,0.008099002325944396,17.030000686645508,17.850000381469727,-0.03785311002340763
2023-10-11,AAPL,177.5536346435547,0.0079040068241365,0.006523039148402569,0.007222757906470428,0.01366438685727998,0.012513904125754212,0.01670607543253471,0.010729041799721777,0.8287027407467371,0.006440590835629689,16.09000015258789,17.352000427246093,-0.05519674081955506
2023-10-12,AAPL,178.45228576660156,0.005061293872417494,0.006575807406987149,0.007098048685826606,0.013191421467522866,0.018261318848728635,0.017190991178193678,0.010995716480961742,0.9924888753392582,0.004200952686704795,16.690000534057617,16.992000579833984,0.03729026574143468
2023-10-13,AAPL,176.61550903320312,-0.01029281707156593,0.008133462937766477,0.008727557586397166,0.013286942417397673,0.021190903868011236,0.016009134013301334,0.009936587775361976,0.9474251629163918,0.005593850837046875,19.31999969482422,17.366000366210937,0.15757933352966802
2023-10-16,AAPL,176.4871368408203,-0.0007268455249798134,0.007165925806593106,0.008020719929369246,0.013153326576707553,0.014380076693514744,0.015253661670839747,0.009465905673570836,0.9808217110900442,0.005998116700151698,17.209999084472656,17.268000030517577,-0.10921328383441054
2023-10-17,AAPL,174.936767578125,-0.008784602042094636,0.008099002325944396,0.008174987228106367,0.0131989004575242,0.02043463303364712,0.01735616731393119,0.01062286366756177,1.0690952007156604,0.006966535933745877,17.8799991607666,17.437999725341797,0.03893086065869911
2023-10-18,AAPL,173.64309692382812,-0.007395075787707928,0.006440590835629689,0.008576756586516172,0.011631368254762974,0.014046868017199038,0.017662760092220155,0.0107501061416796,1.0208398827768828,0.008105082073604719,19.219999313354492,18.063999557495116,0.07494408364001504
2023-10-19,AAPL,173.26788330078125,-0.0021608323607097413,0.004200952686704795,0.00836746075031948,0.010365129022534426,0.015103122051088687,0.017031120732692164,0.010380832448346028,1.1094171345680561,0.011394101324210227,21.399999618530273,19.00599937438965,0.11342353709976805
2023-10-20,AAPL,170.72010803222656,-0.014704255745607075,0.005593850837046875,0.007904712944281737,0.010661071409639471,0.016080510763412513,0.01600904211177242,0.009705657746994447,1.1934601194296084,0.01335376297382878,21.709999084472656,19.483999252319336,0.01448595661066987
2023-10-23,AAPL,170.83860778808594,0.0006941171560002068,0.005998116700151698,0.007032189763697462,0.010570406693303332,0.02358382561303293,0.017849791895676058,0.010942309140252356,1.0305538038606303,0.01550936069662535,20.3700008392334,20.115999603271483,-0.06172263020488311
2023-10-24,AAPL,171.27310180664062,0.002543301096749939,0.006966535933745877,0.007277238584154203,0.010150411153493412,0.012799822356166678,0.016322829760179968,0.010068034616538523,0.8223560056822415,0.015534710412883379,18.969999313354492,20.333999633789062,-0.06872859441333212
2023-10-25,AAPL,168.9623260498047,-0.013491761008945224,0.008105082073604719,0.006921590070131129,0.010217759746370193,0.014085351117119877,0.016330526380164138,0.010069724565948584,1.082651195079702,0.016733865571675822,20.190000534057617,20.527999877929688,0.0643121383691494
2023-10-26,AAPL,164.804931640625,-0.02460545203404818,0.011394101324210227,0.008371339076861002,0.010957769412439911,0.03421419338935751,0.020152740647817902,0.01296023330065514,1.3198500208231736,0.007421874508880018,20.68000030517578,20.38400001525879,0.024269428338627552
2023-10-27,AAPL,166.1182861328125,0.007969145577824133,0.01335376297382878,0.009679252583289786,0.011085518981613847,0.012662019185328246,0.019469042332201047,0.012695275315679098,1.0864957734199856,0.010931386637576198,21.270000457763672,20.296000289916993,0.02852998761514658
2023-10-30,AAPL,168.1624298095703,0.012305350147445493,0.01550936069662535,0.011230975968155147,0.010854569155934723,0.013506389937388704,0.017453555197072205,0.011565650661422767,0.9505613649444733,0.011106224105519853,19.75,20.172000122070312,-0.07146217325109949
2023-10-31,AAPL,168.636474609375,0.0028189697326657104,0.015534710412883379,0.011367899424223522,0.010790643055067902,0.01756748799521919,0.018407088324882706,0.012018717792740396,0.8374151236282487,0.010329359728266834,18.139999389648438,20.006000137329103,-0.08151901824564878
2023-11-01,AAPL,171.79649353027344,0.018738644342620514,0.016733865571675822,0.013247708427550069,0.010821768641031888,0.023624766232757024,0.020314971348010136,0.013090895427911442,1.059281149916035,0.010034039277922919,16.8700008392334,19.342000198364257,-0.0700109478029951
2023-11-02,AAPL,175.35150146484375,0.020693134426191584,0.007421874508880018,0.014892354730925166,0.011341126687955975,0.013065224811269458,0.016085177632392526,0.010049431667690654,1.4012728812725515,0.009263411141397128,15.65999984741211,18.338000106811524,-0.07172501076628712
2023-11-03,AAPL,174.44296264648438,-0.0051812434496977255,0.010931386637576198,0.014035334433104426,0.011362735070759867,0.01964337017037497,0.01748144782940187,0.010849725514851635,1.4174951156034519,0.00982314466492849,14.90999984741211,17.06599998474121,-0.047892720773170416
2023-11-06,AAPL,176.9907684326172,0.014605380162546533,0.011106224105519853,0.014544345141933411,0.01158975250228024,0.01796566444608411,0.01837330273114095,0.011321213520523522,1.112419032607206,0.0127860684140678,14.890000343322754,16.09400005340576,-0.0013413483765277734
2023-11-07,AAPL,179.54843139648438,0.014450826935874517,0.010329359728266834,0.014927025767888935,0.010921771502638648,0.019084815096918808,0.018676768151480873,0.011495463844087278,1.200894617964229,0.012760546848918294,14.8100004196167,15.428000259399415,-0.005372728130387805
2023-11-08,AAPL,180.60501098632812,0.005884649515598195,0.010034039277922919,0.013471014600518973,0.010749088216013218,0.010170050940777869,0.015985825093085042,0.009926162508297896,0.8388258040221401,0.012854334515643736,14.449999809265137,14.944000053405762,-0.02430794059092134
2023-11-09,AAPL,180.13101196289062,-0.0026245064898746673,0.009263411141397128,0.008748499632620001,0.010787508166953647,0.012663765759649467,0.015905533282761043,0.009878292684441592,0.9163447553373053,0.011954838252000855,15.289999961853027,14.870000076293945,0.058131499216304006
2023-11-10,AAPL,184.31369018554688,0.02322020054779861,0.00982314466492849,0.009819222580807859,0.011446107560330779,0.016309059251418942,0.015238671098969838,0.009418788498108226,1.1132255267518092,0.008750433015103583,14.170000076293945,14.722000122070312,-0.07325048321473948
2023-11-13,AAPL,182.7315673828125,-0.008583859403724525,0.0127860684140678,0.011473072578760549,0.011405717287500032,0.009848441749862751,0.013615226559725569,0.008487133394633183,0.7399190011080765,0.005669128213161883,14.760000228881836,14.696000099182129,0.04163727236494141
2023-11-14,AAPL,185.3420867919922,0.014286088860119062,0.012760546848918294,0.011425995240505249,0.011454051491847951,0.009656410238041627,0.01172954558795013,0.007223171803811829,1.01722637747854,0.0058532522113957,14.15999984741211,14.565999984741211,-0.04065043171853533
2023-11-15,AAPL,185.90565490722656,0.0030406915395684297,0.012854334515643736,0.011096766794187807,0.011423864049869472,0.009148456310606368,0.01152522666191583,0.007118988520281328,0.9110580827579923,0.00584971474147423,14.180000305175781,14.51200008392334,0.0014124617216946245
2023-11-16,AAPL,187.5866546630859,0.009042219596268941,0.011954838252000855,0.010187978290543555,0.01145350896839285,0.012176547022461326,0.011427782914478202,0.007061607799866558,0.9254321075001926,0.006422443072114157,14.319999694824219,14.318000030517577,0.009873017393189798
2023-11-17,AAPL,187.5668487548828,-0.00010558271449889745,0.008750433015103583,0.009635421841551337,0.01123897988979276,0.009541871133418487,0.010074345290878112,0.006081147758718562,0.875995646057691,0.006446416088950309,13.800000190734863,14.244000053405761,-0.03631281530524766
2023-11-20,AAPL,189.30718994140625,0.009278511624395636,0.005669128213161883,0.009330420968440849,0.011255537160037285,0.01060328446934196,0.010225313834773953,0.006177814919576655,0.806575383330609,0.004598613978262944,13.40999984741211,13.973999977111816,-0.028260894053073637
